,GeoFIPS,LineCode,Description,Unit,2016,2017,2018,2019
3082, 20197,2.0,Population (persons) 1/,Number of persons,6884,6832,6912,6931
3083, 20197,3.0,Per capita personal income (dollars) 2/,Dollars,47137,48735,50610,52706
3084, 20199,1.0,Personal income (thousands of dollars),Thousands of dollars,68509,66259,79195,98374
3085, 20199,2.0,Population (persons) 1/,Number of persons,1502,1515,1489,1518
3086, 20199,3.0,Per capita personal income (dollars) 2/,Dollars,45612,43735,53187,64805
3087, 20201,1.0,Personal income (thousands of dollars),Thousands of dollars,230407,228971,250000,281876
3088, 20201,2.0,Population (persons) 1/,Number of persons,5564,5479,5450,5406
3089, 20201,3.0,Per capita personal income (dollars) 2/,Dollars,41410,41791,45872,52141
3090, 20203,1.0,Personal income (thousands of dollars),Thousands of dollars,186796,145520,153046,182689
3091, 20203,2.0,Population (persons) 1/,Number of persons,2131,2121,2112,2119
3092, 20203,3.0,Per capita personal income (dollars) 2/,Dollars,87656,68609,72465,86215
3093, 20205,1.0,Personal income (thousands of dollars),Thousands of dollars,360311,362524,362856,379542
3094, 20205,2.0,Population (persons) 1/,Number of persons,8698,8707,8666,8525
3095, 20205,3.0,Per capita personal income (dollars) 2/,Dollars,41425,41636,41871,44521
3096, 20207,1.0,Personal income (thousands of dollars),Thousands of dollars,105449,108763,120708,132661
3097, 20207,2.0,Population (persons) 1/,Number of persons,3189,3130,3184,3138
3098, 20207,3.0,Per capita personal income (dollars) 2/,Dollars,33066,34749,37911,42276
3099, 20209,1.0,Personal income (thousands of dollars),Thousands of dollars,5110684,5302442,5522944,5710214
3100, 20209,2.0,Population (persons) 1/,Number of persons,164785,165087,165321,165429
3101, 20209,3.0,Per capita personal income (dollars) 2/,Dollars,31014,32119,33407,34518
3102, 21000,1.0,Personal income (thousands of dollars),Thousands of dollars,176435079,182116005,188876812,195548751
3103, 21000,2.0,Population (persons) 1/,Number of persons,4438182,4452268,4461153,4467673
3104, 21000,3.0,Per capita personal income (dollars) 2/,Dollars,39754,40904,42338,43770
3105, 21001,1.0,Personal income (thousands of dollars),Thousands of dollars,560965,586240,604408,625004
3106, 21001,2.0,Population (persons) 1/,Number of persons,19259,19287,19199,19202
3107, 21001,3.0,Per capita personal income (dollars) 2/,Dollars,29127,30396,31481,32549
3108, 21003,1.0,Personal income (thousands of dollars),Thousands of dollars,639088,671289,682416,700865
3109, 21003,2.0,Population (persons) 1/,Number of persons,20721,20903,21122,21315
3110, 21003,3.0,Per capita personal income (dollars) 2/,Dollars,30843,32114,32308,32881
3111, 21005,1.0,Personal income (thousands of dollars),Thousands of dollars,837396,860427,888447,923105
3112, 21005,2.0,Population (persons) 1/,Number of persons,22191,22545,22641,22747
3113, 21005,3.0,Per capita personal income (dollars) 2/,Dollars,37736,38165,39241,40581
3114, 21007,1.0,Personal income (thousands of dollars),Thousands of dollars,286029,297588,294513,305355
3115, 21007,2.0,Population (persons) 1/,Number of persons,8046,8018,7992,7888
3116, 21007,3.0,Per capita personal income (dollars) 2/,Dollars,35549,37115,36851,38711
3117, 21009,1.0,Personal income (thousands of dollars),Thousands of dollars,1504960,1552131,1601474,1652103
3118, 21009,2.0,Population (persons) 1/,Number of persons,43763,43746,44115,44249
3119, 21009,3.0,Per capita personal income (dollars) 2/,Dollars,34389,35481,36302,37337
3120, 21011,1.0,Personal income (thousands of dollars),Thousands of dollars,360272,369477,377869,391588
3121, 21011,2.0,Population (persons) 1/,Number of persons,12246,12381,12444,12500
3122, 21011,3.0,Per capita personal income (dollars) 2/,Dollars,29420,29842,30366,31327
3123, 21013,1.0,Personal income (thousands of dollars),Thousands of dollars,741379,767294,789336,797861
3124, 21013,2.0,Population (persons) 1/,Number of persons,27204,26863,26487,26032
3125, 21013,3.0,Per capita personal income (dollars) 2/,Dollars,27253,28563,29801,30649
3126, 21015,1.0,Personal income (thousands of dollars),Thousands of dollars,5716448,5985197,6307963,6649400
3127, 21015,2.0,Population (persons) 1/,Number of persons,129503,130952,131901,133581
3128, 21015,3.0,Per capita personal income (dollars) 2/,Dollars,44141,45705,47823,49778
3129, 21017,1.0,Personal income (thousands of dollars),Thousands of dollars,918439,964359,987005,1019177
3130, 21017,2.0,Population (persons) 1/,Number of persons,20130,20092,20116,19788
3131, 21017,3.0,Per capita personal income (dollars) 2/,Dollars,45625,47997,49066,51505
3132, 21019,1.0,Personal income (thousands of dollars),Thousands of dollars,1739762,1786199,1868184,1889892
3133, 21019,2.0,Population (persons) 1/,Number of persons,48121,47808,47292,46718
3134, 21019,3.0,Per capita personal income (dollars) 2/,Dollars,36154,37362,39503,40453
3135, 21021,1.0,Personal income (thousands of dollars),Thousands of dollars,1073677,1094226,1135502,1171085
3136, 21021,2.0,Population (persons) 1/,Number of persons,29965,29972,30082,30060
3137, 21021,3.0,Per capita personal income (dollars) 2/,Dollars,35831,36508,37747,38958
3138, 21023,1.0,Personal income (thousands of dollars),Thousands of dollars,284789,293853,306611,321260
3139, 21023,2.0,Population (persons) 1/,Number of persons,8368,8285,8278,8303
3140, 21023,3.0,Per capita personal income (dollars) 2/,Dollars,34033,35468,37039,38692
3141, 21025,1.0,Personal income (thousands of dollars),Thousands of dollars,409767,422880,427215,432349
3142, 21025,2.0,Population (persons) 1/,Number of persons,13177,12929,12787,12630
3143, 21025,3.0,Per capita personal income (dollars) 2/,Dollars,31097,32708,33410,34232
3144, 21027,1.0,Personal income (thousands of dollars),Thousands of dollars,641447,670222,679837,704774
3145, 21027,2.0,Population (persons) 1/,Number of persons,19982,20131,20309,20477
3146, 21027,3.0,Per capita personal income (dollars) 2/,Dollars,32101,33293,33475,34418
3147, 21029,1.0,Personal income (thousands of dollars),Thousands of dollars,3050502,3167771,3332942,3495651
3148, 21029,2.0,Population (persons) 1/,Number of persons,79222,80269,81009,81676
3149, 21029,3.0,Per capita personal income (dollars) 2/,Dollars,38506,39464,41143,42799
3150, 21031,1.0,Personal income (thousands of dollars),Thousands of dollars,412179,427429,435054,452317
3151, 21031,2.0,Population (persons) 1/,Number of persons,12686,12778,12743,12879
3152, 21031,3.0,Per capita personal income (dollars) 2/,Dollars,32491,33450,34141,35121
3153, 21033,1.0,Personal income (thousands of dollars),Thousands of dollars,407828,418095,425451,451716
3154, 21033,2.0,Population (persons) 1/,Number of persons,12634,12666,12716,12747
3155, 21033,3.0,Per capita personal income (dollars) 2/,Dollars,32280,33009,33458,35437
3156, 21035,1.0,Personal income (thousands of dollars),Thousands of dollars,1277868,1323707,1367908,1399275
3157, 21035,2.0,Population (persons) 1/,Number of persons,38733,38832,38964,39001
3158, 21035,3.0,Per capita personal income (dollars) 2/,Dollars,32992,34088,35107,35878
3159, 21037,1.0,Personal income (thousands of dollars),Thousands of dollars,4139729,4333605,4537292,4716414
3160, 21037,2.0,Population (persons) 1/,Number of persons,92257,92878,93464,93584
3161, 21037,3.0,Per capita personal income (dollars) 2/,Dollars,44872,46659,48546,50398
3162, 21039,1.0,Personal income (thousands of dollars),Thousands of dollars,196104,196313,188961,204638
3163, 21039,2.0,Population (persons) 1/,Number of persons,4783,4788,4739,4760
3164, 21039,3.0,Per capita personal income (dollars) 2/,Dollars,41000,41001,39874,42991
3165, 21041,1.0,Personal income (thousands of dollars),Thousands of dollars,406636,366095,386233,401913
3166, 21041,2.0,Population (persons) 1/,Number of persons,10614,10714,10712,10631
3167, 21041,3.0,Per capita personal income (dollars) 2/,Dollars,38311,34170,36056,37806
3168, 21043,1.0,Personal income (thousands of dollars),Thousands of dollars,787309,816566,828652,849808
3169, 21043,2.0,Population (persons) 1/,Number of persons,27304,27214,27040,26797
3170, 21043,3.0,Per capita personal income (dollars) 2/,Dollars,28835,30005,30645,31713
3171, 21045,1.0,Personal income (thousands of dollars),Thousands of dollars,465009,475830,490308,512046
3172, 21045,2.0,Population (persons) 1/,Number of persons,15775,15818,15926,16159
3173, 21045,3.0,Per capita personal income (dollars) 2/,Dollars,29478,30082,30787,31688
3174, 21047,1.0,Personal income (thousands of dollars),Thousands of dollars,2599124,2668091,2683116,2783520
3175, 21047,2.0,Population (persons) 1/,Number of persons,71796,71024,70712,70461
3176, 21047,3.0,Per capita personal income (dollars) 2/,Dollars,36202,37566,37944,39504
3177, 21049,1.0,Personal income (thousands of dollars),Thousands of dollars,1346945,1387881,1412960,1465506
3178, 21049,2.0,Population (persons) 1/,Number of persons,35851,35899,36180,36263
3179, 21049,3.0,Per capita personal income (dollars) 2/,Dollars,37571,38661,39054,40413
3180, 21051,1.0,Personal income (thousands of dollars),Thousands of dollars,589396,605318,613332,620903
3181, 21051,2.0,Population (persons) 1/,Number of persons,20626,20251,20088,19901
3182, 21051,3.0,Per capita personal income (dollars) 2/,Dollars,28575,29891,30532,31200
3183, 21053,1.0,Personal income (thousands of dollars),Thousands of dollars,301694,310305,319216,322897
3184, 21053,2.0,Population (persons) 1/,Number of persons,10200,10212,10152,10218
3185, 21053,3.0,Per capita personal income (dollars) 2/,Dollars,29578,30386,31444,31601
3186, 21055,1.0,Personal income (thousands of dollars),Thousands of dollars,292160,301437,308311,320137
3187, 21055,2.0,Population (persons) 1/,Number of persons,9131,8999,8896,8806
3188, 21055,3.0,Per capita personal income (dollars) 2/,Dollars,31996,33497,34657,36354
3189, 21057,1.0,Personal income (thousands of dollars),Thousands of dollars,216774,221793,230035,241193
3190, 21057,2.0,Population (persons) 1/,Number of persons,6731,6710,6693,6614
3191, 21057,3.0,Per capita personal income (dollars) 2/,Dollars,32205,33054,34369,36467
3192, 21059,1.0,Personal income (thousands of dollars),Thousands of dollars,3954558,4055398,4188398,4301192
3193, 21059,2.0,Population (persons) 1/,Number of persons,100032,100461,100883,101511
3194, 21059,3.0,Per capita personal income (dollars) 2/,Dollars,39533,40368,41517,42372
3195, 21061,1.0,Personal income (thousands of dollars),Thousands of dollars,373725,392311,400843,413544
3196, 21061,2.0,Population (persons) 1/,Number of persons,12076,12226,12249,12150
3197, 21061,3.0,Per capita personal income (dollars) 2/,Dollars,30948,32088,32725,34037
3198, 21063,1.0,Personal income (thousands of dollars),Thousands of dollars,156708,163212,167185,171597
3199, 21063,2.0,Population (persons) 1/,Number of persons,7491,7493,7499,7517
3200, 21063,3.0,Per capita personal income (dollars) 2/,Dollars,20920,21782,22294,22828
3201, 21065,1.0,Personal income (thousands of dollars),Thousands of dollars,429825,438309,452175,464477
3202, 21065,2.0,Population (persons) 1/,Number of persons,14315,14178,14150,14106
3203, 21065,3.0,Per capita personal income (dollars) 2/,Dollars,30026,30915,31956,32928
3204, 21067,1.0,Personal income (thousands of dollars),Thousands of dollars,14843888,15408082,16155450,16709370
3205, 21067,2.0,Population (persons) 1/,Number of persons,319644,321964,322426,323152
3206, 21067,3.0,Per capita personal income (dollars) 2/,Dollars,46439,47857,50106,51707
3207, 21069,1.0,Personal income (thousands of dollars),Thousands of dollars,460205,475712,491229,506424
3208, 21069,2.0,Population (persons) 1/,Number of persons,14481,14439,14485,14581
3209, 21069,3.0,Per capita personal income (dollars) 2/,Dollars,31780,32946,33913,34732
3210, 21071,1.0,Personal income (thousands of dollars),Thousands of dollars,1238577,1290997,1295812,1321530
3211, 21071,2.0,Population (persons) 1/,Number of persons,36968,36296,35896,35589
3212, 21071,3.0,Per capita personal income (dollars) 2/,Dollars,33504,35569,36099,37133
3213, 21073,1.0,Personal income (thousands of dollars),Thousands of dollars,2075609,2050762,2130310,2206424
3214, 21073,2.0,Population (persons) 1/,Number of persons,50292,50492,50801,50991
3215, 21073,3.0,Per capita personal income (dollars) 2/,Dollars,41271,40616,41934,43271
3216, 21075,1.0,Personal income (thousands of dollars),Thousands of dollars,193553,204667,202343,210346
3217, 21075,2.0,Population (persons) 1/,Number of persons,6185,6163,6066,5969
3218, 21075,3.0,Per capita personal income (dollars) 2/,Dollars,31294,33209,33357,35240
3219, 21077,1.0,Personal income (thousands of dollars),Thousands of dollars,258130,273746,285585,298862
3220, 21077,2.0,Population (persons) 1/,Number of persons,8719,8720,8766,8869
3221, 21077,3.0,Per capita personal income (dollars) 2/,Dollars,29605,31393,32579,33697
3222, 21079,1.0,Personal income (thousands of dollars),Thousands of dollars,564283,585356,602048,622740
3223, 21079,2.0,Population (persons) 1/,Number of persons,17382,17449,17519,17666
3224, 21079,3.0,Per capita personal income (dollars) 2/,Dollars,32464,33547,34365,35251
3225, 21081,1.0,Personal income (thousands of dollars),Thousands of dollars,828147,866667,893535,929642
3226, 21081,2.0,Population (persons) 1/,Number of persons,24910,24973,25065,25069
3227, 21081,3.0,Per capita personal income (dollars) 2/,Dollars,33246,34704,35649,37083
3228, 21083,1.0,Personal income (thousands of dollars),Thousands of dollars,1314185,1369896,1407918,1434169
3229, 21083,2.0,Population (persons) 1/,Number of persons,37217,37190,37319,37266
3230, 21083,3.0,Per capita personal income (dollars) 2/,Dollars,35311,36835,37727,38485
3231, 21085,1.0,Personal income (thousands of dollars),Thousands of dollars,825717,851519,872590,910415
3232, 21085,2.0,Population (persons) 1/,Number of persons,26093,26286,26293,26427
3233, 21085,3.0,Per capita personal income (dollars) 2/,Dollars,31645,32394,33187,34450
3234, 21087,1.0,Personal income (thousands of dollars),Thousands of dollars,357512,376999,376647,382902
3235, 21087,2.0,Population (persons) 1/,Number of persons,10969,11036,10998,10941
3236, 21087,3.0,Per capita personal income (dollars) 2/,Dollars,32593,34161,34247,34997
3237, 21089,1.0,Personal income (thousands of dollars),Thousands of dollars,1329019,1374532,1463148,1492218
3238, 21089,2.0,Population (persons) 1/,Number of persons,35824,35514,35332,35098
3239, 21089,3.0,Per capita personal income (dollars) 2/,Dollars,37099,38704,41411,42516
3240, 21091,1.0,Personal income (thousands of dollars),Thousands of dollars,300595,308440,326386,337732
3241, 21091,2.0,Population (persons) 1/,Number of persons,8723,8778,8738,8722
3242, 21091,3.0,Per capita personal income (dollars) 2/,Dollars,34460,35138,37352,38722
3243, 21093,1.0,Personal income (thousands of dollars),Thousands of dollars,4382271,4540646,4702949,4909187
3244, 21093,2.0,Population (persons) 1/,Number of persons,106964,108161,110279,110958
3245, 21093,3.0,Per capita personal income (dollars) 2/,Dollars,40970,41980,42646,44244
3246, 21095,1.0,Personal income (thousands of dollars),Thousands of dollars,768043,791327,812906,827738
3247, 21095,2.0,Population (persons) 1/,Number of persons,26996,26676,26309,26010
3248, 21095,3.0,Per capita personal income (dollars) 2/,Dollars,28450,29664,30898,31824
3249, 21097,1.0,Personal income (thousands of dollars),Thousands of dollars,616683,637533,656739,690185
3250, 21097,2.0,Population (persons) 1/,Number of persons,18569,18735,18780,18886
3251, 21097,3.0,Per capita personal income (dollars) 2/,Dollars,33210,34029,34970,36545
